IP,HOSTNAME,DATE,TIME
10.41.12.7,swgsrapacs01a,06/02/2024,17:38:33
10.41.12.9,swgsrapacs03a-l100,06/02/2024,17:38:34
10.41.12.11,nphgel1a0001,06/02/2024,17:38:34
10.41.12.14,MON-10-41-12-14-imp,06/02/2024,17:38:35
10.41.12.16,MON-10-41-12-16-imp,06/02/2024,17:38:36
10.41.12.21,MON-10-41-12-21-imp,06/02/2024,17:38:38
10.41.12.31,LWGSRSPT01,06/02/2024,17:38:42
10.41.12.33,lwgsradm03,06/02/2024,17:38:43
10.41.12.42,lwgsradm04,06/02/2024,17:38:47
10.41.12.44,lwgsradm02,06/02/2024,17:38:47
10.41.12.79,SEP20370617C01A,06/02/2024,17:39:04
10.41.12.242,cnagel11,06/02/2024,17:40:25
10.41.12.244,SWGSRAPACS03a-vlan250,06/02/2024,17:40:26
