IP,HOSTNAME,DATE,TIME
10.41.12.2,N/A,02/28/2024,02:53:39
10.41.12.7,swgsrapacs01a,02/28/2024,02:53:41
10.41.12.9,swgsrapacs03a-l100,02/28/2024,02:53:41
10.41.12.10,swgsrapacs04a,02/28/2024,02:53:41
10.41.12.11,nphgel1a0001,02/28/2024,02:53:42
10.41.12.14,MON-10-41-12-14-imp,02/28/2024,02:53:43
10.41.12.16,MON-10-41-12-16-imp,02/28/2024,02:53:43
10.41.12.21,MON-10-41-12-21-imp,02/28/2024,02:53:45
10.41.12.29,PC0JXF4F,02/28/2024,02:53:49
10.41.12.31,LWGSRSPT01,02/28/2024,02:53:49
10.41.12.33,lwgsradm03,02/28/2024,02:53:50
10.41.12.42,lwgsradm04,02/28/2024,02:53:54
10.41.12.44,lwgsradm02,02/28/2024,02:53:54
10.41.12.60,PC0JXF4L,02/28/2024,02:54:02
10.41.12.79,SEP20370617C01A,02/28/2024,02:54:11
10.41.12.242,cnagel11,02/28/2024,02:55:32
10.41.12.243,cnbgel11,02/28/2024,02:55:32
10.41.12.244,SWGSRAPACS03a-vlan250,02/28/2024,02:55:33
