IP,HOSTNAME,DATE,TIME
10.41.12.2,N/A,12/29/2023,22:53:34
10.41.12.7,swgsrapacs01a,12/29/2023,22:53:36
10.41.12.8,swgsrapacs02a,12/29/2023,22:53:37
10.41.12.9,swgsrapacs03a-l100,12/29/2023,22:53:37
10.41.12.10,swgsrapacs04a,12/29/2023,22:53:37
10.41.12.14,MON-10-41-12-14-imp,12/29/2023,22:53:38
10.41.12.16,MON-10-41-12-16-imp,12/29/2023,22:53:39
10.41.12.21,MON-10-41-12-21-imp,12/29/2023,22:53:41
10.41.12.31,LWGSRSPT01,12/29/2023,22:53:45
10.41.12.33,lwgsradm03,12/29/2023,22:53:46
10.41.12.42,lwgsradm04,12/29/2023,22:53:50
10.41.12.44,lwgsradm02,12/29/2023,22:53:50
10.41.12.45,lwgsradm01,12/29/2023,22:53:51
10.41.12.79,SEP20370617C01A,12/29/2023,22:54:07
10.41.12.242,N/A,12/29/2023,22:55:28
10.41.12.243,N/A,12/29/2023,22:55:28
