IP,HOSTNAME,DATE,TIME
10.41.12.7,swgsrapacs01a,06/02/2024,00:38:36
10.41.12.9,swgsrapacs03a-l100,06/02/2024,00:38:37
10.41.12.11,nphgel1a0001,06/02/2024,00:38:37
10.41.12.14,MON-10-41-12-14-imp,06/02/2024,00:38:38
10.41.12.16,MON-10-41-12-16-imp,06/02/2024,00:38:39
10.41.12.21,MON-10-41-12-21-imp,06/02/2024,00:38:41
10.41.12.31,LWGSRSPT01,06/02/2024,00:38:45
10.41.12.33,lwgsradm03,06/02/2024,00:38:46
10.41.12.42,lwgsradm04,06/02/2024,00:38:50
10.41.12.44,lwgsradm02,06/02/2024,00:38:50
10.41.12.79,SEP20370617C01A,06/02/2024,00:39:07
10.41.12.189,N/A,06/02/2024,00:40:01
10.41.12.242,cnagel11,06/02/2024,00:40:28
10.41.12.244,SWGSRAPACS03a-vlan250,06/02/2024,00:40:28
